symbol,assets,open,high,low,ltP,chn,per,qty,trdVal,nav,wkhi,wklo,prevClose,stockIndClosePrice,perChange365d,perChange30d,date365dAgo,date30dAgo,mpc,cact,xdt,ypc,nearWKH,nearWKL,chartTodayPath,chart30dPath,chart365dPath,meta
SMALL250,Nifty Smallcap 250,16.61,16.67,16.56,16.59,-0.04,-0.24,37690,626784.7,16.6168,17.64,16.56,16.63,0,0,0,,,Infinity,-,-,Infinity,5.952380952380956,-0.18115942028986196,https://nsearchives.nseindia.com/today/SMALL250EQN.svg,https://nsearchives.nseindia.com/30d/SMALL250-EQ.svg,https://nsearchives.nseindia.com/365d/SMALL250-EQ.svg,"{'symbol': 'SMALL250', 'companyName': 'Mirae Asset Mutual Fund - Mirae Asset Nifty Smallcap 250 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF769K01PQ4', 'listingDate': '2025-11-13', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '04-Dec-2025 16:00:00', 'preOpenTime': '04-Dec-2025 09:07:33', 'QuotePreOpenFlag': False}}"
ESENSEX,BSE Sensex TRI,85.48,86,85,85.42,-0.21,-0.25,398,33933.48,85.0468,88.05,85,85.63,0,0,0,,,Infinity,-,-,Infinity,2.9869392390687057,-0.49411764705882555,https://nsearchives.nseindia.com/today/ESENSEXEQN.svg,https://nsearchives.nseindia.com/30d/ESENSEX-EQ.svg,https://nsearchives.nseindia.com/365d/ESENSEX-EQ.svg,"{'symbol': 'ESENSEX', 'companyName': 'Edelweiss Mutual Fund - Edelweiss BSE Sensex ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF754K01VY8', 'listingDate': '2025-11-27', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '04-Dec-2025 16:00:00', 'preOpenTime': '04-Dec-2025 09:07:33', 'QuotePreOpenFlag': False}}"
OILIETF,Nifty Oil & Gas Index,12.07,12.14,12,12.03,-0.03,-0.25,1414670,17089213.6,12.0533,12.66,9.42,12.06,0,6.54,-1.31,03-Dec-2024,03-Nov-2025,-1.5548281505728418,-,-,6.272084805653702,4.976303317535551,-27.707006369426747,https://nsearchives.nseindia.com/today/OILIETFEQN.svg,https://nsearchives.nseindia.com/30d/OILIETF-EQ.svg,https://nsearchives.nseindia.com/365d/OILIETF-EQ.svg,"{'symbol': 'OILIETF', 'companyName': 'ICICI Prudential Mutual Fund - ICICI Prudential Nifty Oil & Gas ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF109KC18W3', 'slb_isin': 'INF109KC18W3', 'listingDate': '2024-07-24', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '04-Dec-2025 16:00:00', 'preOpenTime': '04-Dec-2025 09:07:33', 'QuotePreOpenFlag': False}}"
ENIFTY,Nifty 50 TRI,26.97,26.97,26.14,26.85,-0.07,-0.26,904,23937.92,25.9657,27.22,26.07,26.92,0,0,0,,,Infinity,-,-,Infinity,1.3592946362968312,-2.991944764096667,https://nsearchives.nseindia.com/today/ENIFTYEQN.svg,https://nsearchives.nseindia.com/30d/ENIFTY-EQ.svg,https://nsearchives.nseindia.com/365d/ENIFTY-EQ.svg,"{'symbol': 'ENIFTY', 'companyName': 'Edelweiss Mutual Fund - Edelweiss Nifty 50 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF754K01VX0', 'listingDate': '2025-11-27', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '04-Dec-2025 16:00:00', 'preOpenTime': '04-Dec-2025 09:07:33', 'QuotePreOpenFlag': False}}"
SETFGOLD,Gold,110.91,110.91,108.93,109.43,-0.28,-0.26,4577068,500685468.52,109.2805,112.23,63.95,109.71,0,66.1,6.34,03-Dec-2024,03-Nov-2025,6.06765532616071,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 100/- PER SHARE TO RS 1/- PER SHARE,06-JAN-22,65.67751703255111,2.494876592711394,-71.11806098514464,https://nsearchives.nseindia.com/today/SETFGOLDEQN.svg,https://nsearchives.nseindia.com/30d/SETFGOLD-EQ.svg,https://nsearchives.nseindia.com/365d/SETFGOLD-EQ.svg,"{'symbol': 'SETFGOLD', 'companyName': 'SBI-ETF Gold', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF200KA16D8', 'listingDate': '2009-05-28', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '04-Dec-2025 16:00:00', 'preOpenTime': '04-Dec-2025 09:07:33', 'QuotePreOpenFlag': False}}"
SETFNIFBK,Nifty Bank,609.79,610,604.4,607.03,-1.67,-0.27,647728,392192826.72,607.7623,625.74,465.64,608.7,0,13.7,2.22,03-Dec-2024,03-Nov-2025,1.9361880772460072, DIVIDEND - RS 3.50 PER UNIT,02-NOV-17,13.391489520678437,2.9900597692332336,-30.36465939352289,https://nsearchives.nseindia.com/today/SETFNIFBKEQN.svg,https://nsearchives.nseindia.com/30d/SETFNIFBK-EQ.svg,https://nsearchives.nseindia.com/365d/SETFNIFBK-EQ.svg,"{'symbol': 'SETFNIFBK', 'companyName': 'SBI-ETF Nifty Bank', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF200KA1580', 'slb_isin': 'INF200KA1580', 'listingDate': '2015-03-25', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '04-Dec-2025 16:00:00', 'preOpenTime': '04-Dec-2025 09:07:33', 'QuotePreOpenFlag': False}}"
GROWWMOM50,Nifty 500 Momentum 50 Index- Total Return Index,10.93,10.93,10.71,10.78,-0.03,-0.28,399330,4308770.7,10.7808,12,9.11,10.81,0,0,-0.18,,03-Nov-2025,-0.4616805170821857,-,-,Infinity,10.166666666666671,-18.331503841931944,https://nsearchives.nseindia.com/today/GROWWMOM50EQN.svg,https://nsearchives.nseindia.com/30d/GROWWMOM50-EQ.svg,https://nsearchives.nseindia.com/365d/GROWWMOM50-EQ.svg,"{'symbol': 'GROWWMOM50', 'companyName': 'Groww Mutual Fund - Groww Nifty 500 Momentum 50 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF666M01KJ4', 'listingDate': '2025-04-24', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '04-Dec-2025 16:00:00', 'preOpenTime': '04-Dec-2025 09:07:33', 'QuotePreOpenFlag': False}}"
GROWWNET,Index,10.83,10.83,10.66,10.73,-0.03,-0.28,152441,1635691.93,10.7335,12.14,9.17,10.76,0,0,-1.19,,03-Nov-2025,-1.4692378328741977,-,-,Infinity,11.614497528830313,-17.01199563794984,https://nsearchives.nseindia.com/today/GROWWNETEQN.svg,https://nsearchives.nseindia.com/30d/GROWWNET-EQ.svg,https://nsearchives.nseindia.com/365d/GROWWNET-EQ.svg,"{'symbol': 'GROWWNET', 'companyName': 'Groww Mutual Fund - Groww Nifty India Internet ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF666M01LI4', 'listingDate': '2025-07-03', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '04-Dec-2025 16:00:00', 'preOpenTime': '04-Dec-2025 09:07:33', 'QuotePreOpenFlag': False}}"
QGOLDHALF,Gold,105.12,107.52,105.12,106.02,-0.3,-0.28,92225,9773083.25,106.035,109.5,62.24,106.32,0,66.72,6.37,03-Dec-2024,03-Nov-2025,6.073036518259123, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 100 PER SHARE TO RS 2 PER SHARE,16-DEC-21,66.25372432178139,3.1780821917808257,-70.34061696658097,https://nsearchives.nseindia.com/today/QGOLDHALFEQN.svg,https://nsearchives.nseindia.com/30d/QGOLDHALF-EQ.svg,https://nsearchives.nseindia.com/365d/QGOLDHALF-EQ.svg,"{'symbol': 'QGOLDHALF', 'companyName': 'Quantum Gold Fund -Exchange Traded Fund (ETF)', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF082J01408', 'listingDate': '2008-02-28', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '04-Dec-2025 16:00:00', 'preOpenTime': '04-Dec-2025 09:07:33', 'QuotePreOpenFlag': False}}"
INTERNET,Equity Index,14.43,14.53,14.4,14.44,-0.04,-0.28,57471,831605.37,14.4802,16.12,13.3,14.48,0,0,-1.23,,03-Nov-2025,-1.5006821282401135,-,-,Infinity,10.42183622828785,-8.571428571428562,https://nsearchives.nseindia.com/today/INTERNETEQN.svg,https://nsearchives.nseindia.com/30d/INTERNET-EQ.svg,https://nsearchives.nseindia.com/365d/INTERNET-EQ.svg,"{'symbol': 'INTERNET', 'companyName': 'Mirae Asset Mutual Fund - Mirae Asset Nifty India Internet ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF769K01PB6', 'listingDate': '2025-07-08', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '04-Dec-2025 16:00:00', 'preOpenTime': '04-Dec-2025 09:07:33', 'QuotePreOpenFlag': False}}"
MOCAPITAL,Nifty Capital Market Total Return Index,46.5,47.25,46.5,46.69,-0.13,-0.28,557187,26031776.64,46.7518,51.13,29.2,46.82,0,0,1.58,,03-Nov-2025,1.301800824473843,-,-,Infinity,8.683747310776461,-59.8972602739726,https://nsearchives.nseindia.com/today/MOCAPITALEQN.svg,https://nsearchives.nseindia.com/30d/MOCAPITAL-EQ.svg,https://nsearchives.nseindia.com/365d/MOCAPITAL-EQ.svg,"{'symbol': 'MOCAPITAL', 'companyName': 'Motilal Oswal Mutual Fund - Motilal Oswal Nifty Capital Market ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF247L01EV3', 'listingDate': '2025-03-13', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '04-Dec-2025 16:00:00', 'preOpenTime': '04-Dec-2025 09:07:33', 'QuotePreOpenFlag': False}}"
MOINFRA,BSE India Infrastructure Total Return Index,59.4,59.7,59.2,59.31,-0.17,-0.29,9325,555583.5,59.3306,63.8,56.28,59.48,0,0,-4.1,,03-Nov-2025,-4.369558207029992,-,-,Infinity,7.037617554858927,-5.383795309168446,https://nsearchives.nseindia.com/today/MOINFRAEQN.svg,https://nsearchives.nseindia.com/30d/MOINFRA-EQ.svg,https://nsearchives.nseindia.com/365d/MOINFRA-EQ.svg,"{'symbol': 'MOINFRA', 'companyName': 'Motilal Oswal Mutual Fund - Motilal Oswal BSE India Infrastructure ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF247L01FL1', 'listingDate': '2025-05-21', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '04-Dec-2025 16:00:00', 'preOpenTime': '04-Dec-2025 09:07:33', 'QuotePreOpenFlag': False}}"
CONS,Kotak Nifty India Consumption ETF,126.59,126.73,126.1,126.1,-0.37,-0.29,395,49928,126.1712,132,102.46,126.47,0,8.56,-0.56,03-Dec-2024,03-Nov-2025,-0.8491901242333798,-,-,8.240343347639481,4.469696969696974,-23.072418504782355,https://nsearchives.nseindia.com/today/CONSEQN.svg,https://nsearchives.nseindia.com/30d/CONS-EQ.svg,https://nsearchives.nseindia.com/365d/CONS-EQ.svg,"{'symbol': 'CONS', 'companyName': 'Kotak Nifty India Consumption ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF174KA1JE5', 'listingDate': '2022-08-04', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '04-Dec-2025 16:00:00', 'preOpenTime': '04-Dec-2025 09:07:33', 'QuotePreOpenFlag': False}}"
EBANKNIFTY,Edelweiss Nifty Bank ETF,59.96,60.05,59.55,59.65,-0.18,-0.30,117963,7037672.58,59.7079,62.1,47,59.83,0,13.75,2.64,03-Dec-2024,03-Nov-2025,2.333161777320294,-,-,13.403041825095052,3.945249597423515,-26.91489361702127,https://nsearchives.nseindia.com/today/EBANKNIFTYEQN.svg,https://nsearchives.nseindia.com/30d/EBANKNIFTY-EQ.svg,https://nsearchives.nseindia.com/365d/EBANKNIFTY-EQ.svg,"{'symbol': 'EBANKNIFTY', 'companyName': 'Edelweiss Mutual Fund - Edelweiss Nifty Bank ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF754K01TE4', 'listingDate': '2024-09-16', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '04-Dec-2025 16:00:00', 'preOpenTime': '04-Dec-2025 09:07:33', 'QuotePreOpenFlag': False}}"
MOMIDMTM,Nifty Midcap 150 Momentum 50 Total Return Index,63.85,64.48,63.27,63.35,-0.19,-0.30,92308,5886481.16,63.3628,66.73,59.48,63.54,0,0,0.62,,03-Nov-2025,0.31670625494853977,-,-,Infinity,5.065188071332238,-6.506388702084743,https://nsearchives.nseindia.com/today/MOMIDMTMEQN.svg,https://nsearchives.nseindia.com/30d/MOMIDMTM-EQ.svg,https://nsearchives.nseindia.com/365d/MOMIDMTM-EQ.svg,"{'symbol': 'MOMIDMTM', 'companyName': 'Motilal Oswal Mutual Fund - Motilal Oswal Nifty Midcap150 Momentum 50', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF247L01FQ0', 'listingDate': '2025-07-03', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '04-Dec-2025 16:00:00', 'preOpenTime': '04-Dec-2025 09:07:33', 'QuotePreOpenFlag': False}}"
AXISHCETF,Nifty Healthcare Index,150.98,151.04,149.75,150.55,-0.46,-0.30,2842,428459.92,150.6494,156.13,127.43,151.01,0,4.3,0.07,03-Dec-2024,03-Nov-2025,-0.23855277980252151,-,-,3.9853570935212117,3.5739447895984013,-18.143294357686575,https://nsearchives.nseindia.com/today/AXISHCETFEQN.svg,https://nsearchives.nseindia.com/30d/AXISHCETF-EQ.svg,https://nsearchives.nseindia.com/365d/AXISHCETF-EQ.svg,"{'symbol': 'AXISHCETF', 'companyName': 'AXIS MUTUAL FUND - Axis NIFTY Healthcare ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF846K01Z12', 'slb_isin': 'INF846K01Z12', 'listingDate': '2021-05-21', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '04-Dec-2025 16:00:00', 'preOpenTime': '04-Dec-2025 09:07:33', 'QuotePreOpenFlag': False}}"
GSEC10YEAR,Mirae Asset Nifty 8-13 yr G-Sec ETF,29.63,29.63,29.5,29.5,-0.09,-0.30,1113,32967.06,29.5652,31,27.01,29.59,0,6.86,0.65,03-Dec-2024,03-Nov-2025,0.3401360544217736,-,-,6.536655832430476,4.838709677419355,-9.218807848944829,https://nsearchives.nseindia.com/today/GSEC10YEAREQN.svg,https://nsearchives.nseindia.com/30d/GSEC10YEAR-EQ.svg,https://nsearchives.nseindia.com/365d/GSEC10YEAR-EQ.svg,"{'symbol': 'GSEC10YEAR', 'companyName': 'Mirae Asset Mutual Fund - Mirae Asset Nifty 8-13 yr G-Sec ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF769K01KF8', 'slb_isin': 'INF769K01KF8', 'listingDate': '2023-04-10', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '04-Dec-2025 16:00:00', 'preOpenTime': '04-Dec-2025 09:07:33', 'QuotePreOpenFlag': False}}"
BANKIETF,Nifty Bank,60.92,61,60.38,60.64,-0.18,-0.30,3575650,216148042.5,60.7406,62.88,47.53,60.82,0,13.72,2.18,03-Dec-2024,03-Nov-2025,1.8817204301075225,-,-,13.38818249813015,3.5623409669211226,-27.582579423521985,https://nsearchives.nseindia.com/today/BANKIETFEQN.svg,https://nsearchives.nseindia.com/30d/BANKIETF-EQ.svg,https://nsearchives.nseindia.com/365d/BANKIETF-EQ.svg,"{'symbol': 'BANKIETF', 'companyName': 'ICICI Prudential Nifty Bank ETF - NIFTY BANK INDEX', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF109KC15I8', 'slb_isin': 'INF109KC15I8', 'listingDate': '2019-07-15', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '04-Dec-2025 16:00:00', 'preOpenTime': '04-Dec-2025 09:07:33', 'QuotePreOpenFlag': False}}"
AONEGOLD,Domestic price of Gold,12.08,12.08,11.89,11.95,-0.04,-0.33,371453,4442577.88,11.9667,13.5,10,11.99,0,0,6.01,,03-Nov-2025,5.658709106984958,-,-,Infinity,11.481481481481486,-19.499999999999993,https://nsearchives.nseindia.com/today/AONEGOLDEQN.svg,https://nsearchives.nseindia.com/30d/AONEGOLD-EQ.svg,https://nsearchives.nseindia.com/365d/AONEGOLD-EQ.svg,"{'symbol': 'AONEGOLD', 'companyName': 'Angel One Mutual Fund - Angel One Gold ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF1J2R01114', 'listingDate': '2025-09-10', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '04-Dec-2025 16:00:00', 'preOpenTime': '04-Dec-2025 09:07:33', 'QuotePreOpenFlag': False}}"
NIFMID150,UTI Nifty Midcap 150 Exchange Traded Fund (ETF),223.73,224.33,223.01,223.41,-0.75,-0.33,445,99470.85,222.9615,235.48,174.82,224.16,0,5.23,0.41,03-Dec-2024,03-Nov-2025,0.07166853303471292,-,-,4.8774762933057865,5.125700696449802,-27.794302711360256,https://nsearchives.nseindia.com/today/NIFMID150EQN.svg,https://nsearchives.nseindia.com/30d/NIFMID150-EQ.svg,https://nsearchives.nseindia.com/365d/NIFMID150-EQ.svg,"{'symbol': 'NIFMID150', 'companyName': 'UTI Mutual Fund - UTI Nifty Midcap 150 Exchange Traded Fund (ETF)', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF789F1AYX9', 'slb_isin': 'INF789F1AYX9', 'listingDate': '2023-09-05', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '04-Dec-2025 16:00:00', 'preOpenTime': '04-Dec-2025 09:07:33', 'QuotePreOpenFlag': False}}"
BANKBEES,Nifty Bank,614.99,614.99,609.1,611.53,-2.11,-0.34,1604494,979527542.06,612.6369,620.19,490,613.64,0,13.6,2.26,03-Dec-2024,03-Nov-2025,1.9046825529078404, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- TO RS 1/-,19-DEC-19,13.212751777251185,1.3963462809784228,-24.802040816326524,https://nsearchives.nseindia.com/today/BANKBEESEQN.svg,https://nsearchives.nseindia.com/30d/BANKBEES-EQ.svg,https://nsearchives.nseindia.com/365d/BANKBEES-EQ.svg,"{'symbol': 'BANKBEES', 'companyName': 'Nippon India ETF Nifty Bank BeES', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF204KB15I9', 'slb_isin': 'INF204KB15I9', 'listingDate': '2004-06-04', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '04-Dec-2025 16:00:00', 'preOpenTime': '04-Dec-2025 09:07:33', 'QuotePreOpenFlag': False}}"
HDFCGOLD,Gold,107.18,111.13,107.18,109.55,-0.38,-0.35,3734082,409255387.2,109.42,112.8,64.46,109.93,0,66.36,6.49,03-Dec-2024,03-Nov-2025,6.122251283541599, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 100/- PER UNIT TO RE 1/- PER UNIT,17-FEB-21,65.78389830508475,2.881205673758865,-69.95035681042508,https://nsearchives.nseindia.com/today/HDFCGOLDEQN.svg,https://nsearchives.nseindia.com/30d/HDFCGOLD-EQ.svg,https://nsearchives.nseindia.com/365d/HDFCGOLD-EQ.svg,"{'symbol': 'HDFCGOLD', 'companyName': 'HDFC Mutual Fund-HDFC Gold Exchange Traded Fund', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF179KC1981', 'listingDate': '2010-08-19', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '04-Dec-2025 16:00:00', 'preOpenTime': '04-Dec-2025 09:07:33', 'QuotePreOpenFlag': False}}"
BANKNIFTY1,Nifty Bank,614,615.65,610,611.82,-2.18,-0.36,37884,23162656.44,613.9178,651.6,490.15,614,0,13.12,2.15,03-Dec-2024,03-Nov-2025,1.785090419072022,-,-,12.713472485768522,6.104972375690603,-24.823013363256162,https://nsearchives.nseindia.com/today/BANKNIFTY1EQN.svg,https://nsearchives.nseindia.com/30d/BANKNIFTY1-EQ.svg,https://nsearchives.nseindia.com/365d/BANKNIFTY1-EQ.svg,"{'symbol': 'BANKNIFTY1', 'companyName': 'Kotak Nifty Bank ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF174K01F59', 'slb_isin': 'INF174K01F59', 'listingDate': '2014-12-11', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '04-Dec-2025 16:00:00', 'preOpenTime': '04-Dec-2025 09:07:33', 'QuotePreOpenFlag': False}}"
INFRABEES,Nifty Infra,982.63,986.82,978.85,979,-3.63,-0.37,6558,6445071.24,981.407,1012.71,783.98,982.63,0,6.21,-0.64,03-Dec-2024,03-Nov-2025,-1.0081195587328258,-,-,5.814958927799389,3.3286923206051124,-24.87563458251486,https://nsearchives.nseindia.com/today/INFRABEESEQN.svg,https://nsearchives.nseindia.com/30d/INFRABEES-EQ.svg,https://nsearchives.nseindia.com/365d/INFRABEES-EQ.svg,"{'symbol': 'INFRABEES', 'companyName': 'Nippon India ETF Nifty Infrastructure BeES', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF732E01268', 'slb_isin': 'INF732E01268', 'listingDate': '2010-10-05', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '04-Dec-2025 16:00:00', 'preOpenTime': '04-Dec-2025 09:07:33', 'QuotePreOpenFlag': False}}"
